https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume ETH
1672034400000,2022-12-26 06:00:00,ETH/USD,1221.6,1222.1,1219.6,1220.6,17378.644264714,14.23778819
1672030800000,2022-12-26 05:00:00,ETH/USD,1221.9,1223.6,1221.3,1221.6,51379.281167664,42.05900554
1672027200000,2022-12-26 04:00:00,ETH/USD,1222.4,1224.4,1220.9,1221.8,20733.262854966,16.96944087
1672023600000,2022-12-26 03:00:00,ETH/USD,1223.5,1224.1,1221.0,1222.2,40249.709662680005,32.9321794
1672020000000,2022-12-26 02:00:00,ETH/USD,1223.1,1225.5,1221.3,1223.3,81275.178001082,66.43928554
1672016400000,2022-12-26 01:00:00,ETH/USD,1220.0,1223.6,1219.1,1222.3,94146.998142488,77.02446056
1672012800000,2022-12-26 00:00:00,ETH/USD,1220.0,1221.0,1218.1,1219.8,29918.066412383996,24.52702608
1672009200000,2022-12-25 23:00:00,ETH/USD,1218.8,1220.8,1217.1,1219.8,69597.579360654,57.05654973
1672005600000,2022-12-25 22:00:00,ETH/USD,1219.9,1223.8,1217.4,1218.4,229356.478780608,188.24399112
1672002000000,2022-12-25 21:00:00,ETH/USD,1208.0,1226.1,1207.4,1220.2,1092774.559537864,895.57003732
1671998400000,2022-12-25 20:00:00,ETH/USD,1211.0,1211.0,1205.8,1208.0,72928.84746376,60.37156247
1671994800000,2022-12-25 19:00:00,ETH/USD,1210.8,1211.0,1197.1,1211.0,1263269.49248829,1043.16225639
1671991200000,2022-12-25 18:00:00,ETH/USD,1211.0,1212.2,1210.1,1210.7,60742.164523552,50.17111136
1671987600000,2022-12-25 17:00:00,ETH/USD,1213.3,1214.0,1211.0,1211.0,26568.3949356,21.9392196
1671984000000,2022-12-25 16:00:00,ETH/USD,1212.5,1214.5,1209.2,1213.3,53527.549876515,44.11732455
1671980400000,2022-12-25 15:00:00,ETH/USD,1214.2,1218.9,1211.5,1212.8,6461050.638869952,5327.38344234
1671976800000,2022-12-25 14:00:00,ETH/USD,1219.4,1219.5,1193.9,1215.6,2428518.2189024757,1997.79386221
1671973200000,2022-12-25 13:00:00,ETH/USD,1219.8,1220.3,1218.6,1219.3,19322.464671892,15.84717844
1671969600000,2022-12-25 12:00:00,ETH/USD,1219.0,1220.4,1218.5,1219.7,33821.814123234006,27.72961722
1671966000000,2022-12-25 11:00:00,ETH/USD,1220.2,1220.7,1219.0,1219.0,87705.05734946,71.94836534
1671962400000,2022-12-25 10:00:00,ETH/USD,1222.4,1222.7,1219.2,1219.9,131448.802516163,107.75375237
1671958800000,2022-12-25 09:00:00,ETH/USD,1221.2,1223.5,1221.2,1222.4,27514.728907008,22.50877692
1671955200000,2022-12-25 08:00:00,ETH/USD,1221.0,1222.0,1220.9,1221.6,26175.648732143996,21.427348339999998
1671951600000,2022-12-25 07:00:00,ETH/USD,1220.6,1222.0,1219.4,1221.0,27943.185121500002,22.8854915
1671948000000,2022-12-25 06:00:00,ETH/USD,1220.1,1220.8,1219.5,1220.6,9838.042518004,8.06000534
1671944400000,2022-12-25 05:00:00,ETH/USD,1220.6,1220.8,1217.2,1220.1,320178.284522901,262.41970701
1671940800000,2022-12-25 04:00:00,ETH/USD,1222.8,1223.0,1220.4,1220.4,6265.376205012,5.13387103
1671937200000,2022-12-25 03:00:00,ETH/USD,1222.2,1223.8,1221.8,1222.8,12113.932826147999,9.90671641
1671933600000,2022-12-25 02:00:00,ETH/USD,1223.6,1223.9,1221.8,1222.2,11863.270440252,9.70648866
1671930000000,2022-12-25 01:00:00,ETH/USD,1223.2,1225.8,1223.1,1223.6,14896.914453203999,12.17466039
1671926400000,2022-12-25 00:00:00,ETH/USD,1222.3,1223.3,1221.5,1223.3,146235.473970105,119.54179185
1671922800000,2022-12-24 23:00:00,ETH/USD,1220.3,1223.5,1219.9,1222.0,24177.634498159998,19.78529828
1671919200000,2022-12-24 22:00:00,ETH/USD,1220.1,1221.5,1219.9,1220.1,31624.709620056,25.91976856
1671915600000,2022-12-24 21:00:00,ETH/USD,1223.4,1224.0,1220.0,1220.4,121298.505755616,99.39241704
1671912000000,2022-12-24 20:00:00,ETH/USD,1225.3,1225.3,1223.4,1223.4,24511.850901198002,20.03584347
1671908400000,2022-12-24 19:00:00,ETH/USD,1223.4,1229.0,1223.3,1225.2,306510.42765892803,250.17174964
1671904800000,2022-12-24 18:00:00,ETH/USD,1222.3,1223.5,1221.2,1223.3,41992.09367505099,34.32689747
1671901200000,2022-12-24 17:00:00,ETH/USD,1220.2,1221.9,1220.1,1221.3,69623.551249884,57.00773868
1671897600000,2022-12-24 16:00:00,ETH/USD,1220.6,1220.9,1219.3,1220.2,17787.51644335,14.57754175
1671894000000,2022-12-24 15:00:00,ETH/USD,1220.3,1220.9,1219.5,1220.6,18452.522432306,15.11758351
1671890400000,2022-12-24 14:00:00,ETH/USD,1219.6,1221.1,1219.4,1220.3,12977.871182651,10.634984170000001
1671886800000,2022-12-24 13:00:00,ETH/USD,1219.7,1220.8,1219.4,1219.6,66795.76894912,54.7685872
1671883200000,2022-12-24 12:00:00,ETH/USD,1220.9,1220.9,1219.7,1219.7,18821.441738654,15.43120582
1671879600000,2022-12-24 11:00:00,ETH/USD,1219.6,1221.5,1219.6,1221.2,6310.759935108,5.16767109
1671876000000,2022-12-24 10:00:00,ETH/USD,1219.9,1220.3,1219.4,1219.8,10181.81215779,8.34711605
1671872400000,2022-12-24 09:00:00,ETH/USD,1219.8,1220.7,1218.4,1220.0,60168.745655599996,49.31864398
1671868800000,2022-12-24 08:00:00,ETH/USD,1222.0,1222.7,1219.8,1220.4,15918.321558996,13.04352799
1671865200000,2022-12-24 07:00:00,ETH/USD,1218.6,1222.4,1218.3,1221.9,67848.231023229,55.52682791
1671861600000,2022-12-24 06:00:00,ETH/USD,1218.2,1218.6,1216.4,1218.5,90089.44944766001,73.93471436
1671858000000,2022-12-24 05:00:00,ETH/USD,1219.1,1219.2,1216.9,1218.3,70225.04197632,57.6418304
1671854400000,2022-12-24 04:00:00,ETH/USD,1220.6,1220.7,1218.7,1219.1,33356.734794471,27.36177081
1671850800000,2022-12-24 03:00:00,ETH/USD,1218.3,1220.5,1218.3,1220.5,29854.242401415002,24.46066563
1671847200000,2022-12-24 02:00:00,ETH/USD,1218.0,1219.0,1217.2,1218.3,46098.519247845,37.83839715
1671843600000,2022-12-24 01:00:00,ETH/USD,1221.2,1221.7,1217.6,1217.6,62794.65896577599,51.57248601
1671840000000,2022-12-24 00:00:00,ETH/USD,1221.7,1222.9,1221.1,1221.1,5034.563246125,4.12297375
1671836400000,2022-12-23 23:00:00,ETH/USD,1220.3,1222.7,1220.1,1221.7,35204.042868481,28.81561993
1671832800000,2022-12-23 22:00:00,ETH/USD,1223.6,1223.6,1219.5,1220.0,48718.831130800005,39.93346814
1671829200000,2022-12-23 21:00:00,ETH/USD,1221.7,1224.0,1220.2,1223.7,20416.601600832,16.68431936
1671825600000,2022-12-23 20:00:00,ETH/USD,1221.3,1223.0,1219.2,1221.3,498647.85744843894,408.29268602999997
1671822000000,2022-12-23 19:00:00,ETH/USD,1220.6,1222.1,1219.6,1221.4,430424.660430438,352.40270217
1671818400000,2022-12-23 18:00:00,ETH/USD,1220.7,1222.7,1219.5,1220.5,247784.38128713498,203.01874747
1671814800000,2022-12-23 17:00:00,ETH/USD,1219.6,1221.7,1218.8,1220.7,106980.05999265,87.6382895
1671811200000,2022-12-23 16:00:00,ETH/USD,1221.2,1221.5,1218.5,1219.6,43090.801777775996,35.33191356
1671807600000,2022-12-23 15:00:00,ETH/USD,1217.4,1226.3,1216.4,1221.3,994226.21225172,814.0720644
1671804000000,2022-12-23 14:00:00,ETH/USD,1222.5,1223.6,1215.3,1217.0,370135.22697206005,304.13740918
1671800400000,2022-12-23 13:00:00,ETH/USD,1226.4,1233.5,1215.3,1222.7,1309636.072872822,1071.10171986
1671796800000,2022-12-23 12:00:00,ETH/USD,1225.1,1226.5,1223.3,1226.5,28158.220194445003,22.958190130000002
1671793200000,2022-12-23 11:00:00,ETH/USD,1226.7,1226.9,1224.6,1225.1,70340.935332464,57.41648464
1671789600000,2022-12-23 10:00:00,ETH/USD,1221.3,1228.3,1221.0,1226.6,783936.9468229879,639.11376718
1671786000000,2022-12-23 09:00:00,ETH/USD,1220.2,1221.6,1219.0,1221.4,49076.002537550004,40.18012325
1671782400000,2022-12-23 08:00:00,ETH/USD,1224.3,1224.4,1218.5,1220.1,47350.05399906599,38.80833866
1671778800000,2022-12-23 07:00:00,ETH/USD,1223.6,1225.1,1223.4,1224.3,37309.394608562994,30.47406241
1671775200000,2022-12-23 06:00:00,ETH/USD,1222.7,1224.3,1221.7,1223.6,70097.40951578399,57.28784694
1671771600000,2022-12-23 05:00:00,ETH/USD,1225.3,1226.8,1222.7,1222.7,74778.699609911,61.15866493
1671768000000,2022-12-23 04:00:00,ETH/USD,1226.5,1226.7,1222.8,1225.2,126311.01234525601,103.09419878
1671764400000,2022-12-23 03:00:00,ETH/USD,1226.4,1231.4,1224.9,1226.3,744699.90042686,607.2738322
1671760800000,2022-12-23 02:00:00,ETH/USD,1218.6,1230.1,1218.2,1226.4,224015.51292187202,182.66105098
1671757200000,2022-12-23 01:00:00,ETH/USD,1217.6,1219.0,1217.2,1218.6,48274.914516642,39.61506197
1671753600000,2022-12-23 00:00:00,ETH/USD,1219.8,1220.4,1216.6,1217.7,37164.03875811,30.519864300000002
1671750000000,2022-12-22 23:00:00,ETH/USD,1217.4,1219.9,1217.4,1219.5,128393.64209952,105.28383936
1671746400000,2022-12-22 22:00:00,ETH/USD,1218.0,1220.8,1215.7,1217.4,1082590.240293936,889.26420264
1671742800000,2022-12-22 21:00:00,ETH/USD,1219.7,1220.3,1215.6,1218.0,1676856.6396456,1376.7295892
1671739200000,2022-12-22 20:00:00,ETH/USD,1196.0,1240.0,1195.5,1219.2,3098614.581410208,2541.51458449
1671735600000,2022-12-22 19:00:00,ETH/USD,1190.7,1196.0,1190.0,1195.9,125863.64686468401,105.24596276
1671732000000,2022-12-22 18:00:00,ETH/USD,1188.8,1192.2,1187.4,1190.8,145775.310554744,122.41796318
1671728400000,2022-12-22 17:00:00,ETH/USD,1192.8,1192.9,1185.1,1188.9,6044003.01680049,5083.6933441
1671724800000,2022-12-22 16:00:00,ETH/USD,1187.3,1193.0,1186.0,1192.9,5852384.85546712,4906.0146328
1671721200000,2022-12-22 15:00:00,ETH/USD,1193.8,1193.9,1185.8,1188.1,1365441.8487716478,1149.26508608
1671717600000,2022-12-22 14:00:00,ETH/USD,1210.6,1211.9,1192.2,1193.7,1468674.075582627,1230.35442371
1671714000000,2022-12-22 13:00:00,ETH/USD,1216.1,1216.7,1209.5,1210.9,576847.418078947,476.37907183
1671710400000,2022-12-22 12:00:00,ETH/USD,1218.2,1219.2,1216.1,1216.1,147842.526165759,121.57102719
1671706800000,2022-12-22 11:00:00,ETH/USD,1217.9,1219.9,1216.0,1218.1,173413.91080670798,142.36426468
1671703200000,2022-12-22 10:00:00,ETH/USD,1219.3,1221.2,1217.5,1217.8,89669.80866691799,73.63262331
1671699600000,2022-12-22 09:00:00,ETH/USD,1216.0,1222.1,1215.0,1219.2,547156.248559584,448.78301227
1671696000000,2022-12-22 08:00:00,ETH/USD,1214.3,1219.5,1212.8,1216.0,462874.5099584,380.6533799
1671692400000,2022-12-22 07:00:00,ETH/USD,1211.8,1214.4,1210.4,1214.4,1222027.403325696,1006.28079984
1671688800000,2022-12-22 06:00:00,ETH/USD,1211.7,1212.4,1210.7,1211.8,2572316.31978949,2122.72348555
1671685200000,2022-12-22 05:00:00,ETH/USD,1213.0,1213.0,1211.3,1212.0,271317.72475044004,223.85950887
1671681600000,2022-12-22 04:00:00,ETH/USD,1215.9,1216.2,1212.6,1213.0,196428.08887657,161.93576989
1671678000000,2022-12-22 03:00:00,ETH/USD,1215.3,1216.5,1214.8,1216.0,19421.979043839998,15.97202224
1671674400000,2022-12-22 02:00:00,ETH/USD,1213.4,1215.7,1213.1,1215.2,49349.590224424006,40.61026187
1671670800000,2022-12-22 01:00:00,ETH/USD,1218.4,1219.0,1213.6,1213.6,179432.983460832,147.85183212
1671667200000,2022-12-22 00:00:00,ETH/USD,1214.7,1218.4,1213.1,1218.2,61949.109092314,50.85298727
1671663600000,2022-12-21 23:00:00,ETH/USD,1210.7,1215.9,1209.5,1215.0,104180.87268945,85.74557423
1671660000000,2022-12-21 22:00:00,ETH/USD,1212.6,1212.9,1210.7,1210.7,57716.148280394,47.67171742
1671656400000,2022-12-21 21:00:00,ETH/USD,1210.5,1213.0,1209.9,1212.7,36381.085883414,30.00007082
1671652800000,2022-12-21 20:00:00,ETH/USD,1209.2,1210.9,1207.9,1210.5,57503.39473692,47.50383704
1671649200000,2022-12-21 19:00:00,ETH/USD,1210.4,1212.2,1208.2,1209.5,66235.11946177999,54.76239724
1671645600000,2022-12-21 18:00:00,ETH/USD,1212.3,1213.3,1210.1,1210.5,82897.470236115,68.48200763
1671642000000,2022-12-21 17:00:00,ETH/USD,1210.4,1212.4,1208.6,1212.3,213870.573814878,176.41720186
1671638400000,2022-12-21 16:00:00,ETH/USD,1216.3,1216.8,1210.0,1210.5,796555.007509815,658.03800703
1671634800000,2022-12-21 15:00:00,ETH/USD,1212.0,1216.8,1210.0,1216.4,324652.357397356,266.89605179
1671631200000,2022-12-21 14:00:00,ETH/USD,1216.0,1223.8,1207.3,1212.4,1058311.46220996,872.9061879
1671627600000,2022-12-21 13:00:00,ETH/USD,1214.2,1216.9,1210.9,1215.3,152448.79025766,125.4412822
1671624000000,2022-12-21 12:00:00,ETH/USD,1217.8,1217.9,1214.0,1214.2,72390.28897580999,59.619740549999996
1671620400000,2022-12-21 11:00:00,ETH/USD,1217.9,1218.7,1215.5,1217.9,58762.302365805,48.24887295
1671616800000,2022-12-21 10:00:00,ETH/USD,1216.7,1219.9,1215.6,1218.0,106915.67288262,87.77969859
1671613200000,2022-12-21 09:00:00,ETH/USD,1217.3,1218.5,1215.2,1216.7,101062.643022845,83.06291035
1671609600000,2022-12-21 08:00:00,ETH/USD,1212.8,1220.5,1209.9,1217.2,494755.173100908,406.46990889
1671606000000,2022-12-21 07:00:00,ETH/USD,1213.3,1215.2,1212.6,1212.8,96754.007543392,79.77738089
1671602400000,2022-12-21 06:00:00,ETH/USD,1212.5,1214.6,1211.7,1213.4,218682.20800537802,180.22268667
1671598800000,2022-12-21 05:00:00,ETH/USD,1209.9,1214.1,1205.2,1212.3,2013039.477399852,1660.51264324
1671595200000,2022-12-21 04:00:00,ETH/USD,1211.8,1212.0,1208.3,1209.9,6334369.263414612,5235.44860188
1671591600000,2022-12-21 03:00:00,ETH/USD,1211.7,1212.0,1207.8,1211.7,2344176.659050716,1934.61802348
1671588000000,2022-12-21 02:00:00,ETH/USD,1212.9,1214.1,1210.4,1211.7,49512.963633756,40.86239468
1671584400000,2022-12-21 01:00:00,ETH/USD,1210.2,1214.2,1209.1,1213.4,119145.98364307401,98.19184411
1671580800000,2022-12-21 00:00:00,ETH/USD,1218.2,1219.7,1208.4,1210.6,280278.14259186195,231.52002527
1671577200000,2022-12-20 23:00:00,ETH/USD,1216.8,1221.6,1216.8,1218.1,75123.837545848,61.67296408
1671573600000,2022-12-20 22:00:00,ETH/USD,1217.3,1218.2,1215.4,1216.5,99346.39981362,81.66576228
1671570000000,2022-12-20 21:00:00,ETH/USD,1213.6,1217.6,1213.0,1217.3,91455.956330536,75.13017032
1671566400000,2022-12-20 20:00:00,ETH/USD,1217.6,1220.8,1212.8,1214.0,103428.03260986,85.19607299
1671562800000,2022-12-20 19:00:00,ETH/USD,1216.3,1219.2,1215.7,1217.6,109383.25124399998,89.8351275
1671559200000,2022-12-20 18:00:00,ETH/USD,1213.3,1218.7,1211.0,1215.7,218111.70767236303,179.41244359
1671555600000,2022-12-20 17:00:00,ETH/USD,1213.1,1214.8,1210.1,1213.0,77304.92311378001,63.73035706
1671552000000,2022-12-20 16:00:00,ETH/USD,1218.7,1219.3,1206.3,1213.6,1256709.2956550077,1035.52183228
1671548400000,2022-12-20 15:00:00,ETH/USD,1219.5,1232.1,1214.7,1218.8,3131360.5602175156,2569.21608157
1671544800000,2022-12-20 14:00:00,ETH/USD,1211.5,1225.0,1205.8,1220.0,2668623.1428018,2187.39601869
1671541200000,2022-12-20 13:00:00,ETH/USD,1214.6,1215.3,1209.8,1211.6,306756.913868132,253.18332277
1671537600000,2022-12-20 12:00:00,ETH/USD,1213.0,1218.1,1213.0,1214.6,337236.13541491,277.65201335
1671534000000,2022-12-20 11:00:00,ETH/USD,1209.3,1219.7,1208.7,1212.9,853022.0026693951,703.29128755
1671530400000,2022-12-20 10:00:00,ETH/USD,1211.8,1211.8,1208.9,1209.2,136293.611446804,112.71386987
1671526800000,2022-12-20 09:00:00,ETH/USD,1212.3,1212.4,1209.0,1211.6,187798.581519536,155.00047996
1671523200000,2022-12-20 08:00:00,ETH/USD,1209.4,1212.8,1206.7,1211.6,80641.11703908,66.5575413
1671519600000,2022-12-20 07:00:00,ETH/USD,1213.9,1214.4,1207.2,1209.2,232050.865268936,191.90445358
1671516000000,2022-12-20 06:00:00,ETH/USD,1209.3,1214.5,1206.3,1213.8,562122.669911418,463.10979561
1671512400000,2022-12-20 05:00:00,ETH/USD,1209.0,1211.2,1204.8,1208.9,303663.726420978,251.19011202
1671508800000,2022-12-20 04:00:00,ETH/USD,1193.5,1215.2,1191.7,1209.5,1695133.51075532,1401.51592456
1671505200000,2022-12-20 03:00:00,ETH/USD,1193.7,1199.5,1188.7,1193.2,445054.36147002,372.99225735
1671501600000,2022-12-20 02:00:00,ETH/USD,1186.5,1199.0,1184.2,1193.4,760684.71533418,637.4096827
1671498000000,2022-12-20 01:00:00,ETH/USD,1172.4,1192.5,1172.4,1185.5,939547.7300342851,792.53288067
1671494400000,2022-12-20 00:00:00,ETH/USD,1168.1,1175.2,1163.9,1172.2,1124573.530961734,959.37001447
1671490800000,2022-12-19 23:00:00,ETH/USD,1162.7,1170.0,1162.4,1167.9,415823.93677586707,356.04412773
1671487200000,2022-12-19 22:00:00,ETH/USD,1175.8,1176.3,1151.2,1163.4,2927007.8432283783,2515.90840917
1671483600000,2022-12-19 21:00:00,ETH/USD,1176.7,1181.5,1175.5,1176.1,214594.69801731498,182.46296915
1671480000000,2022-12-19 20:00:00,ETH/USD,1171.0,1177.3,1169.2,1176.7,779602.966834027,662.53332781
1671476400000,2022-12-19 19:00:00,ETH/USD,1169.0,1174.8,1168.3,1171.4,1313664.407106922,1121.44818773
1671472800000,2022-12-19 18:00:00,ETH/USD,1173.9,1178.3,1168.5,1169.3,137849.644328275,117.89074175
1671469200000,2022-12-19 17:00:00,ETH/USD,1176.3,1177.2,1166.0,1173.8,937520.631425396,798.70559842
1671465600000,2022-12-19 16:00:00,ETH/USD,1180.0,1182.4,1171.3,1176.4,4339312.252265932,3688.63673263
1671462000000,2022-12-19 15:00:00,ETH/USD,1187.7,1188.8,1180.0,1180.5,182536.965011895,154.62682339
1671458400000,2022-12-19 14:00:00,ETH/USD,1183.5,1189.9,1178.8,1187.5,920546.82963625,775.19733022
1671454800000,2022-12-19 13:00:00,ETH/USD,1187.1,1188.8,1183.0,1183.5,224337.255206715,189.55408129
1671451200000,2022-12-19 12:00:00,ETH/USD,1184.1,1188.8,1183.3,1187.2,102001.94062262401,85.91807667
1671447600000,2022-12-19 11:00:00,ETH/USD,1187.4,1187.7,1183.3,1184.0,77867.29139744,65.76629341
1671444000000,2022-12-19 10:00:00,ETH/USD,1185.4,1189.2,1184.2,1187.5,122088.47377875,102.81134634
1671440400000,2022-12-19 09:00:00,ETH/USD,1184.8,1186.9,1183.6,1185.4,76137.40368512,64.2292928
1671436800000,2022-12-19 08:00:00,ETH/USD,1181.2,1185.1,1180.5,1184.8,72238.031072464,60.97065418
1671433200000,2022-12-19 07:00:00,ETH/USD,1183.2,1183.6,1179.3,1181.1,1243668.318827679,1052.97461589
1671429600000,2022-12-19 06:00:00,ETH/USD,1180.0,1183.5,1179.9,1183.1,58106.31305578999,49.1136109
1671426000000,2022-12-19 05:00:00,ETH/USD,1183.2,1183.6,1179.5,1180.2,1237907.894144292,1048.89670746
1671422400000,2022-12-19 04:00:00,ETH/USD,1180.1,1185.4,1179.9,1183.1,99004.663979738,83.68241398
1671418800000,2022-12-19 03:00:00,ETH/USD,1185.0,1185.3,1175.5,1180.3,733645.1908555,621.575185
1671415200000,2022-12-19 02:00:00,ETH/USD,1191.4,1191.5,1183.3,1185.0,100430.99106014999,84.75189119
1671411600000,2022-12-19 01:00:00,ETH/USD,1190.5,1195.9,1188.2,1191.4,134338.82484519,112.75711335
1671408000000,2022-12-19 00:00:00,ETH/USD,1184.2,1196.2,1183.0,1190.3,192569.07887909698,161.78196999
1671404400000,2022-12-18 23:00:00,ETH/USD,1189.1,1194.9,1182.4,1183.9,480630.417943002,405.97214118
1671400800000,2022-12-18 22:00:00,ETH/USD,1183.5,1194.9,1183.0,1188.9,434951.274578193,365.84344737
1671397200000,2022-12-18 21:00:00,ETH/USD,1186.7,1187.6,1182.0,1183.2,261387.61825557603,220.91583693
1671393600000,2022-12-18 20:00:00,ETH/USD,1184.2,1187.0,1184.1,1185.9,224445.75992938803,189.26196132
1671390000000,2022-12-18 19:00:00,ETH/USD,1180.7,1184.3,1179.2,1184.3,227301.451470223,191.92894661
1671386400000,2022-12-18 18:00:00,ETH/USD,1178.9,1191.5,1176.1,1180.5,1169469.29899263,990.65590766
1671382800000,2022-12-18 17:00:00,ETH/USD,1178.6,1179.2,1177.2,1179.0,66938.79681711,56.77590909
1671379200000,2022-12-18 16:00:00,ETH/USD,1175.1,1179.2,1174.9,1178.7,94618.62044469001,80.2737087
1671375600000,2022-12-18 15:00:00,ETH/USD,1175.8,1176.9,1174.4,1175.0,319702.0789945,272.08687574
1671372000000,2022-12-18 14:00:00,ETH/USD,1179.5,1180.4,1174.9,1175.8,261477.73628774798,222.38283406
1671368400000,2022-12-18 13:00:00,ETH/USD,1182.2,1182.4,1178.5,1179.6,143894.37031651198,121.98573272
1671364800000,2022-12-18 12:00:00,ETH/USD,1183.2,1184.5,1181.9,1182.3,83101.43614390801,70.28794396
1671361200000,2022-12-18 11:00:00,ETH/USD,1181.2,1185.3,1181.2,1183.1,48249.058211681004,40.78189351
1671357600000,2022-12-18 10:00:00,ETH/USD,1179.0,1182.6,1178.6,1181.4,74488.16952977401,63.05076141
1671354000000,2022-12-18 09:00:00,ETH/USD,1188.2,1188.4,1173.4,1179.0,748183.09775652,634.59126188
1671350400000,2022-12-18 08:00:00,ETH/USD,1188.1,1189.0,1187.3,1188.2,55649.160119904,46.83484272
1671346800000,2022-12-18 07:00:00,ETH/USD,1186.6,1188.6,1186.6,1187.9,68871.56064163901,57.97757441
1671343200000,2022-12-18 06:00:00,ETH/USD,1188.4,1188.4,1184.7,1186.6,123829.53833244799,104.35659728
1671339600000,2022-12-18 05:00:00,ETH/USD,1192.7,1193.1,1188.3,1188.3,145720.280534589,122.62920183
1671336000000,2022-12-18 04:00:00,ETH/USD,1188.5,1197.3,1188.5,1192.8,434700.45723804,364.43700305
1671332400000,2022-12-18 03:00:00,ETH/USD,1187.4,1188.6,1186.6,1188.5,157657.80326332,132.65275832
1671328800000,2022-12-18 02:00:00,ETH/USD,1183.0,1187.6,1183.0,1187.4,59882.161016394006,50.43132981
1671325200000,2022-12-18 01:00:00,ETH/USD,1185.7,1186.0,1181.9,1183.7,97978.47384451001,82.7730623
1671321600000,2022-12-18 00:00:00,ETH/USD,1188.4,1189.7,1184.0,1185.8,276452.133506164,233.13554858
1671318000000,2022-12-17 23:00:00,ETH/USD,1187.2,1190.9,1183.8,1188.2,733025.87226284,616.9212862
1671314400000,2022-12-17 22:00:00,ETH/USD,1179.8,1189.2,1177.8,1186.6,339366.512920142,285.99908387
1671310800000,2022-12-17 21:00:00,ETH/USD,1178.8,1182.6,1177.9,1179.8,55077.26786336,46.6835632
1671307200000,2022-12-17 20:00:00,ETH/USD,1178.1,1180.2,1176.8,1178.9,54083.02106805901,45.87583431
1671303600000,2022-12-17 19:00:00,ETH/USD,1178.5,1181.2,1177.3,1178.3,89192.92106816,75.6962752
1671300000000,2022-12-17 18:00:00,ETH/USD,1175.0,1180.6,1174.0,1178.4,1795367.5857498003,1523.56380325
1671296400000,2022-12-17 17:00:00,ETH/USD,1179.0,1179.9,1172.7,1175.0,456873.03377375,388.82811385
1671292800000,2022-12-17 16:00:00,ETH/USD,1180.6,1180.6,1176.9,1179.2,109169.54487472,92.5793291
1671289200000,2022-12-17 15:00:00,ETH/USD,1178.2,1182.5,1175.7,1180.7,255082.346011266,216.04331838
1671285600000,2022-12-17 14:00:00,ETH/USD,1178.4,1183.5,1177.4,1178.3,308406.363153518,261.73840546
1671282000000,2022-12-17 13:00:00,ETH/USD,1180.3,1181.2,1175.9,1178.0,322373.2781581,273.66152645
1671278400000,2022-12-17 12:00:00,ETH/USD,1181.2,1183.7,1178.8,1180.4,401516.23427266005,340.15268915
1671274800000,2022-12-17 11:00:00,ETH/USD,1185.9,1190.0,1179.1,1181.2,313948.66374740796,265.78789684
1671271200000,2022-12-17 10:00:00,ETH/USD,1178.3,1188.4,1175.7,1185.9,295674.5186859,249.325001
1671267600000,2022-12-17 09:00:00,ETH/USD,1181.6,1183.1,1176.3,1178.5,189974.63971013497,161.20037311
1671264000000,2022-12-17 08:00:00,ETH/USD,1185.3,1185.7,1181.1,1181.6,67958.212402752,57.51372072
1671260400000,2022-12-17 07:00:00,ETH/USD,1181.9,1185.0,1179.5,1185.0,186905.9269347,157.72652062
1671256800000,2022-12-17 06:00:00,ETH/USD,1178.4,1186.6,1175.1,1181.8,501199.607571814,424.09850023
1671253200000,2022-12-17 05:00:00,ETH/USD,1181.2,1181.8,1178.0,1178.6,679926.6400883399,576.8934669
1671249600000,2022-12-17 04:00:00,ETH/USD,1176.6,1182.8,1174.9,1181.3,709388.060790871,600.51473867
1671246000000,2022-12-17 03:00:00,ETH/USD,1175.2,1180.6,1173.5,1176.7,202502.429580997,172.09350691
1671242400000,2022-12-17 02:00:00,ETH/USD,1170.7,1175.4,1163.6,1174.7,272897.413200821,232.31243143
1671238800000,2022-12-17 01:00:00,ETH/USD,1173.6,1176.1,1168.8,1170.7,376502.87526656303,321.60491609
1671235200000,2022-12-17 00:00:00,ETH/USD,1167.7,1175.9,1165.0,1173.4,597142.676784998,508.89950297
1671231600000,2022-12-16 23:00:00,ETH/USD,1179.4,1181.8,1157.0,1167.6,4388513.984753976,3758.57655426
1671228000000,2022-12-16 22:00:00,ETH/USD,1195.8,1198.4,1173.4,1180.0,2929360.3020726,2482.50873057
1671224400000,2022-12-16 21:00:00,ETH/USD,1205.9,1206.5,1194.5,1196.0,289922.92824352003,242.41047512
1671220800000,2022-12-16 20:00:00,ETH/USD,1204.0,1212.6,1200.7,1205.8,319384.521296538,264.87354561
1671217200000,2022-12-16 19:00:00,ETH/USD,1197.3,1205.5,1194.1,1204.0,232733.6298882,193.30035705
1671213600000,2022-12-16 18:00:00,ETH/USD,1195.1,1200.2,1194.0,1197.6,171096.39262965598,142.86605931
1671210000000,2022-12-16 17:00:00,ETH/USD,1189.4,1196.9,1189.1,1194.7,1079371.213053562,903.46632046
1671206400000,2022-12-16 16:00:00,ETH/USD,1204.2,1205.1,1183.9,1189.7,2118169.856128616,1780.42351528
1671202800000,2022-12-16 15:00:00,ETH/USD,1215.5,1215.5,1199.2,1204.4,432166.52612732805,358.82308712
1671199200000,2022-12-16 14:00:00,ETH/USD,1208.5,1219.0,1199.0,1215.6,3022412.3355459715,2486.35433987
